COD_PRESTAZIONE,COD_ATC5,DESCRIZIONE,QUANTITA,VDS,UM,GG,UNITA_POSOLOGIA,TITOLARE_AIC
0039761150,L01AX03,TEMOZOLOMIDE HOSP*5CPS 140MG,"0000000360,000",O,mg,"1,9440000000",5,ICU MEDICAL ITALIA Srl
0039761186,L01AX03,TEMOZOLOMIDE ACCORD*20CPS 180M,"0000000360,000",O,mg,"10,0000000000",20,ACCORD HEALTHCARE ITALIA Srl
0039686151,J01MA12,LEVOFLOXACINA TE*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,TEVA ITALIA Srl
0039762327,L01AX03,TEMOZOLOMIDE SAND*1CPS 140MG,"0000000360,000",O,mg,"0,3890000000",1,SANDOZ SpA
0039761313,L01AX03,TEMOZOLOMIDE ACCORD*5CPS 140MG,"0000000360,000",O,mg,"1,9440000000",5,ACCORD HEALTHCARE ITALIA Srl
0039761337,L01AX03,TEMOZOLOMIDE ACCORD*5CPS 180MG,"0000000360,000",O,mg,"2,5000000000",5,ACCORD HEALTHCARE ITALIA Srl
0039762012,L01AX03,TEMOZOLOMIDE SAND*FL 5CPS 5MG,"0000000360,000",O,mg,"0,0690000000",5,SANDOZ SpA
0039651029,L02BG03,ANASTROZOLO ARR*14CPR RIV 1MG,,,,,,ARROW GENERICS LTD
0039692052,L01BA01,SECURACT*INIET 4SIR 10MG/1ML,"0000000030,000",P,mg,"1,3330000000",4,SANDOZ SpA
0039692090,L01BA01,"SECURACT*INIET 5SIR 15MG/1,5ML",,,,,5,SANDOZ SpA
0039614033,J01MA12,LEVOFLOXACINA ALT*7CPR 250MG,"0000000000,500",O,g,"3,5000000000",7,LABORATORI ALTER Srl
0039617016,J05AP01,RIBAVIRINA TEVA*14CPR 200MG,"0000000001,000",O,g,"2,8000000000",14,TEVA ITALIA Srl
0039655028,J01DC10,PROLIZIP*OS SOSP 60ML250MG/5ML,"0000000001,000",O,g,"3,0000000000",1,FARTO Srl
0039617055,J05AP01,RIBAVIRINA TEVA*84CPR 200MG,"0000000001,000",O,g,"16,8000000000",84,TEVA ITALIA Srl
0039617129,J05AP01,RIBAVIRINA TEVA*56CPR 400MG,"0000000001,000",O,g,"22,4000000000",56,TEVA ITALIA Srl
0039617168,J05AP01,RIBAVIRINA TEVA*168CPR 400MG,"0000000001,000",O,g,"67,2000000000",168,TEVA ITALIA Srl
0039704097,L02BG03,ANKARMA*56CPR RIV 1MG,,,,,,BIOMEDICA FOSCAMA GROUP SpA
0039748013,L01BC05,GEMCITIN*INF FL200MG,,,,,1,ICN POLFA RZESZOW S.A.
0039713021,L01CD02,DOCETAXEL SAND*INF5FL 20MG 2ML,"0000000008,600",P,mg,"11,6280000000",5,SANDOZ SpA
0039627029,L01CD02,DOCETAXEL PFI*INF 80MG 8ML,"0000000008,600",P,mg,"9,3020000000",1,PFIZER ITALIA Srl
0039779020,J01CR02,AMOXICILLINA AC CLA BLUE*10CPR,"0000000001,500",O,g,"3,3330000000",10,BLUEFISH PHARMACEUTICALS AB
0039779069,J01CR02,AMOXICILLINA AC CLA BLUE*21CPR,"0000000001,500",O,g,"7,0000000000",21,BLUEFISH PHARMACEUTICALS AB
0039779083,J01CR02,AMOXICILLINA AC CLA BLUE*7CPR,"0000000001,500",O,g,"4,0830000000",7,BLUEFISH PHARMACEUTICALS AB
0039781012,L04AA06,MICOFENOLATO M GE*50CPR 500MG,"0000000002,000",O,g,"12,5000000000",50,GERMED PHARMA Srl
0039890037,L01XX17,TOPOTECAN IBIS*INFUS 1FL 4MG,"0000000000,500",P,mg,"8,0000000000",1,IBIGEN Srl
0039851023,L01DB01,DOXORUBICINA ACT*INIET1FL 50MG,,,,,1,ACTAVIS ITALY SpA
0039852049,J01FA10,AZITROMICINA EU*SOSP FL1200MG,"0000000000,300",O,g,"4,0000000000",1,EG SpA
0039785035,J01CR02,AUGMENTIN*BB SOSP FL 140ML+CUC,"0000000001,500",O,g,"7,4670000000",1,MEDIFARM Srl
0039785112,J01CR02,AUGMENTIN*BB SOSP FL 70ML+SIR,"0000000001,500",O,g,"3,7330000000",1,MEDIFARM Srl
0039786013,J01CR05,"PIPERACILLINA TA AU*EV2G+0,25G","0000000014,000",P,g,"0,1430000000",1,AUROBINDO PHARMA ITALIA Srl
0039820030,J01FA09,CLARITROMICINA ZEN*14CPR 500MG,"0000000000,500",O,g,"14,0000000000",14,ZENTIVA ITALIA Srl
0039820042,J01FA09,CLARITROMICINA ZEN*16CPR 500MG,"0000000000,500",O,g,"16,0000000000",16,ZENTIVA ITALIA Srl
0039826033,L01XC10,ARZERRA*EV 1FL 1000MG 50ML,"0000000000,150",P,g,"6,6670000000",1,NOVARTIS FARMA SpA
0039791013,J01DD08,CEFIXIMA MY*OS 100ML 2G+PIP,"0000000000,400",O,g,"5,0000000000",1,MYLAN SpA
0039831019,L01BC05,GEMCITABINA TEVA*1FL 200MG,,,,,1,TEVA ITALIA Srl
0039831072,L01BC05,GEMCITABINA TEVA*1FL 2G,"0000000000,250",P,g,"8,0000000000",1,TEVA ITALIA Srl
0039770019,L04AA06,MICOFENOLATO M AU*100CPS 250MG,"0000000002,000",O,g,"12,5000000000",100,AUROBINDO PHARMA ITALIA Srl
0039883018,L01AX03,TEMOZOLOMIDE CRINOS*5CPS 5MG,"0000000360,000",O,mg,"0,0690000000",5,CRINOS SpA
0039884010,L01BC05,GEMCITABINA KABI*INF FL 200MG,,,,,1,FRESENIUS KABI ITALIA Srl
0039885025,L02BB03,BICALUTAMIDE KA*30CPR RIV150MG,"0000000050,000",O,mg,"90,0000000000",30,FRESENIUS KABI ONCOLOGY PLC
0039885037,L02BB03,BICALUTAMIDE KA*50CPR RIV150MG,"0000000050,000",O,mg,"150,0000000000",50,FRESENIUS KABI ONCOLOGY PLC
0039777040,L02BG03,ADIUNASTROL*100CPR RIV 1MG,"0000000001,000",O,mg,"100,0000000000",100,WAVE PHARMA Srl
0039945011,L01XE11,VOTRIENT*30CPR RIV 200MG FL,"0000000000,800",O,g,"7,5000000000",30,NOVARTIS FARMA SpA
0039946052,L01XA02,CARBOPLATINO SUN*INF 5FL 5ML,"0000000000,025",P,g,"10,0000000000",5,RANBAXY ITALIA SpA
0039971041,J01DH02,MEROPENEM PFI*EV POLV 10FL 1G,"0000000003,000",P,g,"3,3330000000",10,PFIZER ITALIA Srl
0039976028,J01DD08,CEFIXIMA ACT*OS FL100ML 2G+SIR,"0000000000,400",O,g,"5,0000000000",1,ACTAVIS ITALY SpA
0039977032,J01DD13,CEFPODOXIMA PH*OS POLV 50ML,"0000000000,400",O,g,"1,0000000000",1,PHARMAKI GENERICS LTD
0040008017,L02BG03,ANASTROZOLO ACC*10CPR RIV 1MG,"0000000001,000",O,mg,"10,0000000000",10,ACCORD HEALTHCARE ITALIA Srl
0040008132,L02BG03,ANASTROZOLO ACC*300CPR RIV 1MG,"0000000001,000",O,mg,"300,0000000000",300,ACCORD HEALTHCARE ITALIA Srl
0040005023,J01DH51,IMIPENEM CILAST AU*10FL500+500,"0000000002,000",P,g,"2,5000000000",10,AUROBINDO PHARMA ITALIA Srl
0039922036,J05AF05,LAMIVUDINA TEVA*60CPR 150MG,"0000000000,300",O,g,"30,0000000000",60,TEVA ITALIA Srl
0040010035,J01DD13,PROXEDOX*SOSP GRAT 100ML,"0000000000,400",O,g,"2,0000000000",1,SO.SE.PHARM Srl
0039953068,L01AX03,TEMOZOLOMIDE RATIO*20CPS 100MG,,,,,20,RATIOPHARM ITALIA Srl
0039959010,J05AB11,VALACICLOVIR ARROW*4CPR 500MG,,,,,,ARROW GENERICS LTD
0039962081,J01DD13,CEFPODOXIMA SAN*10CPR RIV200MG,,,,,,SANDOZ SpA
0039962168,J01DD13,CEFPODOXIMA SAN*OS POLV 100ML,"0000000000,400",O,g,"2,0000000000",1,SANDOZ SpA
0040131029,J01MA12,REFRAIN*5CPR RIV 500MG,"0000000000,500",O,g,"5,0000000000",5,NEOPHARMED GENTILI SpA
0040102218,J02AC01,FLUCONAZOLO KABI*30FL 200ML,"0000000000,200",P,g,"60,0000000000",30,FRESENIUS KABI ITALIA Srl
0040104010,J01FA10,AZITROMICINA MY*2CPR RIV 500MG,"0000000000,300",O,g,"3,3340000000",2,MYLAN SpA
0040104022,J01FA10,AZITROMICINA MY*3CPR RIV 500MG,"0000000000,300",O,g,"5,0000000000",3,MYLAN SpA
0040081010,L01XX17,TOPOTECAN CRI*INFUS 1FL 1MG,,,,,1,CRINOS SpA
0040081046,L01XX17,TOPOTECAN CRI*INFUS 1FL 4MG,,,,,1,CRINOS SpA
0040082012,J01MA12,LEVOFLOXACINA EG*1SACCA 50ML,"0000000000,500",P,g,"0,5000000000",1,EG SpA
0040082048,J01MA12,LEVOFLOXACINA EG*1SACCA 100ML,"0000000000,500",P,g,"1,0000000000",1,EG SpA
0040115026,L04AD02,MODIGRAF*GRATxSOSP 50BUST 1MG,"0000000005,000",O,mg,"10,0000000000",50,ASTELLAS PHARMA SpA
0040070017,J01MA12,LEVOFLOXACINA RAT*1CPR 250MG,"0000000000,500",O,g,"0,5000000000",1,RATIOPHARM ITALIA Srl
0040070031,J01MA12,LEVOFLOXACINA RAT*5CPR 250MG,"0000000000,500",O,g,"2,5000000000",5,RATIOPHARM ITALIA Srl
0040123010,L01CD02,TAXCEUS*INF 1FL 1ML 20MG/ML,"0000000008,600",P,mg,"2,3260000000",1,MEDAC PHARMA Srl
0040123034,L01CD02,TAXCEUS*INF 1FL 7ML 20MG/ML,"0000000008,600",P,mg,"16,2790000000",1,MEDAC PHARMA Srl
0040034086,J01MA02,CIPROFLOXACINA KEI*20SA 200ML,"0000000000,800",P,g,"10,0000000000",20,KEIRONPHARMA Srl
0040096024,J01DH02,REOPEMEST*EV POLV 10FL 500MG,"0000000003,000",P,g,"1,6670000000",10,SANDOZ SpA
0040040026,J01MA12,EPIFLOXIN*5CPR RIV 500MG,"0000000000,500",O,g,"5,0000000000",5,EPIFARMA Srl
0040041016,J01MA12,GRAY*5CPR RIV 250MG,"0000000000,500",O,g,"2,5000000000",5,GENETIC SpA
0040102042,J02AC01,FLUCONAZOLO KABI*25FL 50ML,"0000000000,200",P,g,"12,5000000000",25,FRESENIUS KABI ITALIA Srl
0040102055,J02AC01,FLUCONAZOLO KABI*30FL 50ML,"0000000000,200",P,g,"15,0000000000",30,FRESENIUS KABI ITALIA Srl
0040102168,J02AC01,FLUCONAZOLO KABI*60FL 100ML,"0000000000,200",P,g,"60,0000000000",60,FRESENIUS KABI ITALIA Srl
0040102170,J02AC01,FLUCONAZOLO KABI*1FL 200ML,"0000000000,200",P,g,"2,0000000000",1,FRESENIUS KABI ITALIA Srl
0040226021,J01FA09,CLARITROMICINA MGI*6CPR 500MG,"0000000000,500",O,g,"6,0000000000",6,MYLAN SpA
0040158065,L03AA02,"NIVESTIM*SC EV 10SIR 30MU0,5ML","0000000000,350",P,mg,"8,5710000000",10,PFIZER ITALIA Srl
0040158077,L03AA02,"NIVESTIM*SC EV 1SIR 48MU 0,5ML","0000000000,350",P,mg,"1,3710000000",1,PFIZER ITALIA Srl
0040158091,L03AA02,"NIVESTIM*SC EV 10SIR 48MU0,5ML","0000000000,350",P,mg,"13,7140000000",10,PFIZER ITALIA Srl
0040158103,L03AA02,"NIVESTIM*SC EV 8SIR 12MU 0,2ML","0000000000,350",P,mg,"2,7430000000",8,PFIZER ITALIA Srl
0040203010,L04AD02,"TACROLIMUS MY*10CPS 0,5MG","0000000005,000",O,mg,"1,0000000000",10,MYLAN SpA
0040203109,L04AD02,TACROLIMUS MY*60CPS 1MG,"0000000005,000",O,mg,"12,0000000000",60,MYLAN SpA
0040203147,L04AD02,TACROLIMUS MY*30CPS 5MG,"0000000005,000",O,mg,"30,0000000000",30,MYLAN SpA
0040226060,J01FA09,CLARITROMICINA MGI*14CPR 500MG,"0000000000,500",O,g,"14,0000000000",14,MYLAN SpA
0040233037,L02BG04,"LETROZOLO SUN*84CPR RIV 2,5MG","0000000002,500",O,mg,"84,0000000000",84,RANBAXY ITALIA SpA
0040233049,L02BG04,"LETROZOLO SUN*100CPR RIV 2,5MG","0000000002,500",O,mg,"100,0000000000",100,RANBAXY ITALIA SpA
0040233052,L02BG04,"LETROZOLO SUN*60CPR RIV 2,5MG","0000000002,500",O,mg,"60,0000000000",60,RANBAXY ITALIA SpA
0040211031,J01DD04,"CEFTRIAXONE HEX*IM FL 1G+3,5ML","0000000002,000",P,g,"0,5000000000",1,SANDOZ SpA
0040194084,J01MA12,ARANDA*2CPR RIV 500MG,"0000000000,500",O,g,"2,0000000000",2,CRINOS SpA
0040195012,L02BG03,ANASTROZOLO SUN*28CPR RIV 1MG,"0000000001,000",O,mg,"28,0000000000",28,RANBAXY ITALIA SpA
0040214037,L02BG04,"LETROZOLO AUR*30CPR RIV 2,5MG","0000000002,500",O,mg,"30,0000000000",30,AUROBINDO PHARMA ITALIA Srl
0040214102,L02BG04,"LETROZOLO AUR*28CPR RIV 2,5MG","0000000002,500",O,mg,"28,0000000000",28,AUROBINDO PHARMA ITALIA Srl
0040218063,J01DD02,CEFTAZIDIMA PFI*1FL 500MG 15ML,"0000000004,000",P,g,"0,1250000000",1,PFIZER ITALIA Srl
0040218164,J01DD02,CEFTAZIDIMA PFI*EV 1FL 2G 50ML,"0000000004,000",P,g,"0,5000000000",1,PFIZER ITALIA Srl
0040218238,J01DD02,CEFTAZIDIMA PFI*EV 10FL 3G 100,,,,,,PFIZER ITALIA Srl
0040219089,J01MA12,LEVOFLOXACINA SAN*28CPR 250MG,"0000000000,500",O,g,"14,0000000000",28,SANDOZ SpA
0040219154,J01MA12,LEVOFLOXACINA SAN*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,SANDOZ SpA
0040219281,J01MA12,LEVOFLOXACINA SAN*100CPR 500MG,"0000000000,500",O,g,"100,0000000000",100,SANDOZ SpA
0040244028,L04AD02,"TACROLIMUS CRINOS*50CPS 0,5MG","0000000005,000",O,mg,"5,0000000000",50,CRINOS SpA
0040267078,J06BA02,FLEBOGAMMA DIF*EV 100ML 10G,"0000000007,000",P,g,"1,4290000000",1,GRIFOLS ITALIA SpA
0040244067,L04AD02,TACROLIMUS CRINOS*30CPS 1MG,"0000000005,000",O,mg,"6,0000000000",30,CRINOS SpA
0040359046,J01MA12,LEVOFLOXACINA KAB*INF FL 100ML,"0000000000,500",P,g,"1,0000000000",1,FRESENIUS KABI ITALIA Srl
0040359061,J01MA12,LEVOFLOXACINA KAB*INF10SA100ML,"0000000000,500",P,g,"10,0000000000",10,FRESENIUS KABI ITALIA Srl
0040275024,L02BG06,EXEMESTANE TEVA*14CPR RIV 25MG,"0000000025,000",O,mg,"14,0000000000",14,TEVA ITALIA Srl
0040275036,L02BG06,EXEMESTANE TEVA*20CPR RIV 25MG,"0000000025,000",O,mg,"20,0000000000",20,TEVA ITALIA Srl
0040324028,L02BG04,"LETROZOLO SAN*14CPR RIV 2,5MG","0000000002,500",O,mg,"14,0000000000",14,SANDOZ SpA
0040324067,L02BG04,"LETROZOLO SAN*56CPR RIV 2,5MG","0000000002,500",O,mg,"56,0000000000",56,SANDOZ SpA
0040250060,J01MA12,LEVOFLOXACINA RAN*1CPR RIV 500,"0000000000,500",O,g,"1,0000000000",1,RANBAXY ITALIA SpA
0040277067,J01MA12,LEVOFLOXACINA SAN*EV 5FL 100ML,"0000000000,500",P,g,"5,0000000000",5,SANDOZ SpA
0040359085,J01MA12,LEVOFLOXACINA KABI*INF10F100ML,"0000000000,500",P,g,"10,0000000000",10,FRESENIUS KABI ITALIA Srl
0040250096,J01MA12,LEVOFLOXACINA RAN*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,RANBAXY ITALIA SpA
0040252037,L04AA06,MICOFENOLATO M MYL*60CPR 500MG,,,,,,MYLAN SpA
0040284073,J01DC02,CEFUROXIMA GLOB*10CPR 250MG,"0000000000,500",O,g,"5,0000000000",10,GLOB LIMITED
0040284097,J01DC02,CEFUROXIMA GLOB*14CPR 250MG,"0000000000,500",O,g,"7,0000000000",14,GLOB LIMITED
0040284109,J01DC02,CEFUROXIMA GLOB*16CPR 250MG,"0000000000,500",O,g,"8,0000000000",16,GLOB LIMITED
0040252227,L04AA06,MICOFENOLATO M MYL*120CPR500MG,,,,,,MYLAN SpA
0040252239,L04AA06,MICOFENOLATO M MYL*150CPR500MG,,,,,,MYLAN SpA
0040284123,J01DC02,CEFUROXIMA GLOB*30CPR 250MG,"0000000000,500",O,g,"15,0000000000",30,GLOB LIMITED
0040252355,L04AA06,MICOFENOLATO M MYL*450CPR500MG,,,,,,MYLAN SpA
0040254094,L04AD02,TACNI*30CPS 1MG,"0000000005,000",O,mg,"15,0000000000",30,TEVA ITALIA Srl
0040254120,L04AD02,TACNI*60CPS 1MG,"0000000005,000",O,mg,"12,0000000000",60,TEVA ITALIA Srl
0040255085,L01XX17,TOPOTECAN SAND*INFUS 5FL 4ML,"0000000000,500",P,mg,"40,0000000000",5,SANDOZ SpA
0040303036,J01MA12,LEVOFLOXACINA EG*7CPR RIV250MG,"0000000000,500",O,g,"3,5000000000",7,EG SpA
0040303101,J01MA12,LEVOFLOXACINA EG*7CPR RIV500MG,"0000000000,500",O,g,"7,0000000000",7,EG SpA
0040384087,L04AD02,TACROLIMUS ACC*50CPS 1MG,"0000000005,000",O,mg,"10,0000000000",50,ACCORD HEALTHCARE ITALIA Srl
0040407037,J01MA12,LEVIXIRAN*INF 1FL 100ML 5MG/ML,"0000000000,500",P,g,"1,0000000000",1,CHIESI FARMACEUTICI SpA
0040407064,J01MA12,LEVIXIRAN*INF 20FL 50ML 5MG/ML,"0000000000,500",P,g,"10,0000000000",20,CHIESI FARMACEUTICI SpA
0040369011,J01MA12,LEVOFLOXACINA TE*EV 1SA 50ML,"0000000000,500",P,g,"0,5000000000",1,TEVA ITALIA Srl
0040369035,J01MA12,LEVOFLOXACINA TE*EV 10SA 50ML,"0000000000,500",P,g,"5,0000000000",10,TEVA ITALIA Srl
0040413054,L02BG04,"LETROZOLO ZENT*100CPR RIV2,5MG","0000000002,500",O,mg,"100,0000000000",100,ZENTIVA ITALIA Srl
0040419020,L04AA13,LEFLUNOMIDE SA*FL15CPR RIV10MG,"0000000020,000",O,mg,"7,5000000000",15,SANDOZ SpA
0040419119,L04AA13,LEFLUNOMIDE SA*FL98CPR RIV10MG,"0000000020,000",O,mg,"49,0000000000",98,SANDOZ SpA
0040419145,L04AA13,LEFLUNOMIDE SA*FL15CPR RIV20MG,"0000000020,000",O,mg,"15,0000000000",15,SANDOZ SpA
0040419222,L04AA13,LEFLUNOMIDE SA*FL90CPR RIV20MG,"0000000020,000",O,mg,"90,0000000000",90,SANDOZ SpA
0040475030,J07CA06,"PEDIACEL*INIET 20SIR 0,5ML",,,,,20,SANOFI PASTEUR MSD SpA
0040519047,J01MA12,LEVOFLOXACINA TORR*10CPR 250MG,"0000000000,500",O,g,"5,0000000000",10,TORRENT PHARMA GmbH
0040519074,J01MA12,LEVOFLOXACINA TORR*5CPR 500MG,"0000000000,500",O,g,"5,0000000000",5,TORRENT PHARMA GmbH
0040519098,J01MA12,LEVOFLOXACINA TORR*10CPR 500MG,"0000000000,500",O,g,"10,0000000000",10,TORRENT PHARMA GmbH
0040519100,J01MA12,LEVOFLOXACINA TORR*50CPR 500MG,"0000000000,500",O,g,"50,0000000000",50,TORRENT PHARMA GmbH
0040482034,L01DB01,DOXORUBICINA MY*1FL 50MG 25ML,"0000000005,000",P,mg,"10,0000000000",1,MYLAN SpA
0040482061,L01DB01,DOXORUBICINA MY*1FL EV 50MG,"0000000005,000",P,mg,"10,0000000000",1,MYLAN SpA
0040484014,J01DD08,FIXCAP*5CPR DISP 400MG,"0000000000,400",O,g,"5,0000000000",5,ORCHID EUROPE LTD
0040485017,J05AF05,LAMIVUDINA MY*30CPR RIV 150MG,"0000000000,300",O,g,"15,0000000000",30,MYLAN SpA
0040485068,J05AF05,LAMIVUDINA MY*60CPR RIV 150MG,"0000000000,300",O,g,"30,0000000000",60,MYLAN SpA
0040485120,J05AF05,LAMIVUDINA MY*30CPR RIV 300MG,"0000000000,300",O,g,"30,0000000000",30,MYLAN SpA
0040485132,J05AF05,LAMIVUDINA MY*60CPR RIV 300MG,"0000000000,300",O,g,"60,0000000000",60,MYLAN SpA
0040459024,L02BG04,"LETROZOLO SIG*30CPR RIV 2,5MG","0000000002,500",O,mg,"30,0000000000",30,SIGILLATA LTD
0040490043,J07BB02,"PREFLUCEL*10SIR 0,5ML S/AGO",,O,,"10,0000000000",10,BAXTER SpA
0040495044,L04AA06,MICOFENOLATO M DOC*FL50CPR 500,"0000000002,000",O,g,"12,5000000000",50,DOC GENERICI Srl
0040556021,L01XA03,OXALIPLATINO SAND*INF 5FL 50MG,,,,,5,SANDOZ SpA
0040558114,J05AB04,RIBAVIRINA SANDOZ*77CPS 200MG,"0000000001,000",O,g,"15,4000000000",77,SANDOZ SpA
0040558239,J05AB04,RIBAVIRINA SANDOZ*161CPS 200MG,"0000000001,000",O,g,"32,2000000000",161,SANDOZ SpA
0040558241,J05AB04,RIBAVIRINA SANDOZ*168CPS 200MG,"0000000001,000",O,g,"33,6000000000",168,SANDOZ SpA
0040573053,L01CD01,PACLITAXEL ACC*FL 100ML 6MG/ML,"0000000015,000",P,mg,"40,0000000000",1,ACCORD HEALTHCARE ITALIA Srl
0040577025,L01CD02,DOCETAXEL RAT*INF FL 80MG 4ML,"0000000008,600",P,mg,"9,3020000000",1,TEVA B.V.
0040693032,L01DB01,DOXORUBICINA AUR*1FL 20MG,"0000000005,000",P,mg,"4,0000000000",1,AUROBINDO PHARMA ITALIA Srl
0040652063,J06BA01,OCTANORM*20FL 20ML 165MG/ML,"0000000000,250",P,g,"9,4290000000",20,OCTAPHARMA ITALY SpA
0040696027,L01XA02,CARBOPLATINO KABI*EV 150MG15ML,"0000000000,025",P,g,"6,0000000000",1,FRESENIUS KABI ONCOLOGY PLC
0040663027,L02BG04,"LETROZOLO MYL*20CPR RIV 2,5MG","0000000002,500",O,mg,"20,0000000000",20,MYLAN SpA
0040645107,L02BG04,"LETROZOLO MY*90CPR RIV 2,5MG","0000000002,500",O,mg,"90,0000000000",90,MYLAN SpA
0040645172,L02BG04,"LETROZOLO MY*500CPR RIV 2,5MG","0000000002,500",O,mg,"500,0000000000",500,MYLAN SpA
0040796043,J01MA12,LEVOFLOXACINA HIK*INF 5FL100ML,"0000000000,500",P,g,"5,0000000000",5,HIKMA FARMACEUTICA S.A.
0040802035,L04AX01,AZOLEPRIN*FL50CPR RIV 100MG,"0000000000,150",O,g,"33,3330000000",50,SANDOZ SpA
0040802047,L04AX01,AZOLEPRIN*FL100CPR RIV 100MG,"0000000000,150",O,g,"66,6670000000",100,SANDOZ SpA
0040781027,L02BG06,EXEMESTANE RANB*20CPR RIV 25MG,"0000000025,000",O,mg,"20,0000000000",20,RANBAXY ITALIA SpA
0040781066,L02BG06,EXEMESTANE RANB*120CPR RIV25MG,"0000000025,000",O,mg,"120,0000000000",120,RANBAXY ITALIA SpA
0040786081,L02BG06,EXEMESTANE RAT*120CPR RIV 25MG,"0000000025,000",O,mg,"120,0000000000",120,RATIOPHARM ITALIA Srl
0040715094,J01DD08,CEFIXIMA MY*10CPR RIV 400MG,"0000000000,400",O,g,"10,0000000000",10,MYLAN SpA
0040886044,L02BG06,EXEMESTANE MY*30CPR RIV 25MG,"0000000025,000",O,mg,"30,0000000000",30,MYLAN SpA
0040887010,L01CD02,DOCETAXEL PHARMA.G*INF FL 20MG,,,,,1,PHARMAKI GENERICS LTD
0040894026,L01BC01,CITARABINA KA*EV 5ML 100MG/ML,"0000000180,000",P,mg,"2,7770000000",1,FRESENIUS KABI ITALIA Srl
0040841239,L01BC06,CAPECITABINA CRIN*180CPR 500MG,"0000000004,500",O,g,"20,0000000000",180,CRINOS SpA
0040841241,L01BC06,CAPECITABINA CRIN*240CPR 500MG,"0000000004,500",O,g,"26,6670000000",240,CRINOS SpA
0040869099,J01CR02,AMOXICILLINA AC CLA PFI*15CPR,"0000000001,500",O,g,"5,0000000000",15,PFIZER ITALIA Srl
0040900060,L02BG06,EXEMESTANE ACC*98CPR RIV 25MG,"0000000025,000",O,mg,"98,0000000000",98,ACCORD HEALTHCARE ITALIA Srl
0040869339,J01CR02,AMOXICILLINA AC CLA PFI*21CPR,"0000000001,500",O,g,"12,2500000000",21,PFIZER ITALIA Srl
0040869378,J01CR02,AMOXICILLINA AC CLA PFI*35CPR,"0000000001,500",O,g,"20,4170000000",35,PFIZER ITALIA Srl
0040848044,L02BG06,EXEMESTANE PFI*90CPR RIV 25MG,"0000000025,000",O,mg,"90,0000000000",90,PFIZER ITALIA Srl
0040916049,J02AC01,FLUCONAZOLO ACC*10CPS 100MG,"0000000000,200",O,g,"5,0000000000",10,ACCORD HEALTHCARE ITALIA Srl
0040954024,J02AC01,FLUCONAZOLO IBI*5FL 50ML2MG/ML,"0000000000,200",P,g,"2,5000000000",5,IBIGEN Srl
0040916076,J02AC01,FLUCONAZOLO ACC*50CPS 100MG,"0000000000,200",O,g,"25,0000000000",50,ACCORD HEALTHCARE ITALIA Srl
0040916090,J02AC01,FLUCONAZOLO ACC*100CPS 100MG,"0000000000,200",O,g,"50,0000000000",100,ACCORD HEALTHCARE ITALIA Srl
0040916126,J02AC01,FLUCONAZOLO ACC*4CPS 150MG,"0000000000,200",O,g,"3,0000000000",4,ACCORD HEALTHCARE ITALIA Srl
0040916165,J02AC01,FLUCONAZOLO ACC*28CPS 50MG,"0000000000,200",O,g,"7,0000000000",28,ACCORD HEALTHCARE ITALIA Srl
0040916189,J02AC01,FLUCONAZOLO ACC*10CPS 150MG,"0000000000,200",O,g,"7,5000000000",10,ACCORD HEALTHCARE ITALIA Srl
0040916239,J02AC01,FLUCONAZOLO ACC*50CPS 200MG,"0000000000,200",O,g,"50,0000000000",50,ACCORD HEALTHCARE ITALIA Srl
0040985032,L04AA13,LEFLUNOMIDE TE*28CPR RIV 10MG,"0000000020,000",O,mg,"14,0000000000",28,TEVA ITALIA Srl
0040991010,L02BG06,EXEMESTANE HIK*15CPR RIV 25MG,"0000000025,000",O,mg,"15,0000000000",15,HIKMA FARMACEUTICA S.A.
0040993040,L04AA13,REPSO*30CPR RIV 10MG,"0000000020,000",O,mg,"15,0000000000",30,TEVA ITALIA Srl
0040996011,L01BC06,TIFICAPE*60CPR RIV 150MG,"0000000004,500",O,g,"2,0000000000",60,ALFRED E.TIEFENBACHER GmbH&CO
0041000035,J01GB06,AMIKACINA B.BRAUN*EV 10F 500MG,"0000000001,000",P,g,"5,0000000000",10,B.BRAUN MILANO SpA
0040941027,J01MA12,LEVOFLOXACINA AUR*5CPR 250MG,"0000000000,500",O,g,"2,5000000000",5,AUROBINDO PHARMA ITALIA Srl
0040941066,J01MA12,LEVOFLOXACINA AUR*50CPR 250MG,"0000000000,500",O,g,"25,0000000000",50,AUROBINDO PHARMA ITALIA Srl
0040941130,J01MA12,LEVOFLOXACINA AUR*8CPR 500MG,"0000000000,500",O,g,"8,0000000000",8,AUROBINDO PHARMA ITALIA Srl
0040911036,J01MA12,LEVOFLOXACINA KEI*EV 10SA100ML,"0000000000,500",P,g,"10,0000000000",10,KEIRONPHARMA Srl
0040911048,J01MA12,LEVOFLOXACINA KEI*EV 20SA100ML,"0000000000,500",P,g,"20,0000000000",20,KEIRONPHARMA Srl
0041181013,L01DB07,MITOXANTRONE MY*1FL 10ML 2MG/M,"0000000001,150",P,mg,"17,3910000000",1,MYLAN SpA
0041234028,L01XX17,TOPOTECAN KABI*INFUS 5FL 4MG,"0000000000,500",P,mg,"0,0400000000",5,FRESENIUS KABI ITALIA Srl
